prompt_idx,analysis_layer,steering_layer,steering_coefficient,proj_baseline_on_a,proj_baseline_on_b,proj_steered_on_a,proj_steered_on_b,proj_delta_on_a,proj_delta_on_b
0,20,20,2.0,0.4368146061897278,1.4206771850585938,0.7762866616249084,1.527166485786438,0.33952799439430237,0.10645637661218643
0,21,20,2.0,0.025372445583343506,1.499974012374878,2.5262439250946045,3.7451705932617188,2.500509262084961,2.244792938232422
0,22,20,2.0,-0.11811226606369019,1.4764554500579834,2.6973700523376465,3.901481866836548,2.816227436065674,2.425290107727051
0,23,20,2.0,-0.04567945376038551,1.4369615316390991,2.7879154682159424,3.8984851837158203,2.8334877490997314,2.4612858295440674
0,24,20,2.0,-0.22681117057800293,1.6309269666671753,2.697957992553711,4.103480339050293,2.924536943435669,2.471734046936035
0,25,20,2.0,-0.38769835233688354,1.4245924949645996,2.5276613235473633,3.935633659362793,2.91558837890625,2.511279821395874
0,26,20,2.0,-0.7604222297668457,1.3761422634124756,2.3827314376831055,3.9907917976379395,3.1424362659454346,2.6142539978027344
0,27,20,2.0,-0.8420631289482117,1.6964106559753418,2.432687997817993,4.364903450012207,3.274862766265869,2.6684868335723877
0,28,20,2.0,-1.8976694345474243,1.651213526725769,1.5007119178771973,4.463716983795166,3.3978476524353027,2.811784505844116
0,29,20,2.0,-1.3772305250167847,1.2290910482406616,2.0178916454315186,4.096755027770996,3.3955342769622803,2.867941379547119
0,30,20,2.0,-2.7289655208587646,0.7873790264129639,0.9326238632202148,3.842446804046631,3.6615941524505615,3.0550179481506348
0,31,20,2.0,-3.012845516204834,-0.23140186071395874,0.7653731107711792,3.122927188873291,3.7783260345458984,3.354351758956909
0,32,20,2.0,4.821977138519287,3.4296319484710693,17.016618728637695,12.707249641418457,12.195021629333496,9.278923988342285
1,20,20,2.0,0.35383445024490356,1.9269458055496216,0.6007485389709473,1.9938892126083374,0.24673162400722504,0.06708913296461105
1,21,20,2.0,-0.017527252435684204,2.069155693054199,2.29518985748291,4.245860576629639,2.312446355819702,2.1764655113220215
1,22,20,2.0,-0.3035028576850891,2.0869455337524414,2.3913815021514893,4.467832565307617,2.695432662963867,2.3806118965148926
1,23,20,2.0,-0.2280982881784439,2.138579845428467,2.5061333179473877,4.457151412963867,2.7339928150177,2.317915439605713
1,24,20,2.0,-0.39388543367385864,2.3531813621520996,2.433020830154419,4.683882713317871,2.827113389968872,2.3302078247070312
1,25,20,2.0,-0.5459917783737183,2.2601842880249023,2.3055453300476074,4.574000358581543,2.852316379547119,2.3145384788513184
1,26,20,2.0,-0.9271329045295715,2.2094204425811768,2.1026527881622314,4.677507400512695,3.0300536155700684,2.4682812690734863
1,27,20,2.0,-1.0456136465072632,2.5192513465881348,2.097837209701538,5.000638961791992,3.1436662673950195,2.4817612171173096
1,28,20,2.0,-2.175363063812256,2.4889237880706787,1.1600714921951294,5.0781474113464355,3.335582971572876,2.589557409286499
1,29,20,2.0,-1.8057838678359985,2.0464119911193848,1.575608491897583,4.851755619049072,3.3812038898468018,2.805255174636841
