prompt_idx,analysis_layer,steering_layer,steering_coefficient,proj_baseline_on_a,proj_baseline_on_b,proj_steered_on_a,proj_steered_on_b,proj_delta_on_a,proj_delta_on_b
0,20,20,2.0,-0.6055501103401184,2.6303865909576416,0.25162094831466675,3.1583235263824463,0.8566604256629944,0.5279190540313721
0,21,20,2.0,-1.2160006761550903,2.798882246017456,1.828550934791565,5.415637016296387,3.044123649597168,2.6163225173950195
0,22,20,2.0,-1.9935634136199951,3.0477817058563232,1.6178703308105469,6.051929473876953,3.6115036010742188,3.004641056060791
0,23,20,2.0,-2.09438419342041,3.086228132247925,1.5446492433547974,6.056644439697266,3.6378085613250732,2.9699745178222656
0,24,20,2.0,-2.18165922164917,3.4831807613372803,1.6477887630462646,6.445545673370361,3.8283703327178955,2.9610085487365723
0,25,20,2.0,-2.3434457778930664,3.3675553798675537,1.51015043258667,6.354123115539551,3.8543014526367188,2.986793041229248
0,26,20,2.0,-2.955291986465454,3.5052530765533447,1.2476661205291748,6.66835880279541,4.203707695007324,3.163100481033325
0,27,20,2.0,-3.0093190670013428,3.9229378700256348,1.3812963962554932,7.165353298187256,4.3886895179748535,3.2421653270721436
0,28,20,2.0,-4.188975811004639,4.0635905265808105,0.47510337829589844,7.313648700714111,4.662445545196533,3.2501657009124756
0,29,20,2.0,-3.753977060317993,3.565925121307373,1.0495702028274536,6.931784629821777,4.801562309265137,3.365922451019287
0,30,20,2.0,-5.352840900421143,3.223710775375366,-0.04473006725311279,6.769102573394775,5.3086700439453125,3.5454840660095215
0,31,20,2.0,-5.515329360961914,2.5381569862365723,0.5654286742210388,6.566488265991211,6.08034086227417,4.027965068817139
0,32,20,2.0,-4.543807029724121,11.396647453308105,13.107993125915527,20.81156349182129,17.652206420898438,9.41431713104248
1,20,20,2.0,-1.041019082069397,2.158940553665161,-0.6493176817893982,1.8487191200256348,0.39155665040016174,-0.3100900948047638
1,21,20,2.0,-1.580363392829895,2.2570505142211914,0.9132104516029358,4.05515193939209,2.493187665939331,1.797502040863037
1,22,20,2.0,-2.357778787612915,2.108924150466919,0.49294382333755493,4.036112308502197,2.8504385948181152,1.9269895553588867
1,23,20,2.0,-2.4717020988464355,2.0397119522094727,0.388761430978775,3.995840311050415,2.8592517375946045,1.955534815788269
1,24,20,2.0,-2.660585880279541,2.1572282314300537,0.3904159665107727,4.18961763381958,3.0510261058807373,2.032064914703369
1,25,20,2.0,-2.8342933654785156,1.9354441165924072,0.21411913633346558,3.942584753036499,3.0482006072998047,2.0072293281555176
1,26,20,2.0,-3.384324312210083,2.005779981613159,-0.16352462768554688,4.120861530303955,3.220299482345581,2.1148135662078857
1,27,20,2.0,-3.5401880741119385,2.269136428833008,-0.12830133736133575,4.526029109954834,3.4112746715545654,2.2564706802368164
1,28,20,2.0,-4.717791557312012,2.440983533859253,-1.1659367084503174,4.721266746520996,3.5516929626464844,2.2802698612213135
1,29,20,2.0,-4.327939033508301,1.9632551670074463,-0.6809679865837097,4.318580627441406,3.647611618041992,2.3555665016174316
1,30,20,2.0,-6.018829345703125,1.2443228960037231,-1.9656271934509277,3.912735939025879,4.052973747253418,2.667515277862549
1,31,20,2.0,-6.592580795288086,0.31833434104919434,-2.07391357421875,3.3222804069519043,4.519103527069092,3.0041518211364746
1,32,20,2.0,-11.72464656829834,2.771787405014038,5.96511173248291,13.215529441833496,17.68985366821289,10.445647239685059
2,20,20,2.0,-0.7362049221992493,2.210793972015381,-0.5143193602561951,2.376268148422241,0.2220032662153244,0.16541825234889984
2,21,20,2.0,-1.2743951082229614,2.3242435455322266,1.0001764297485352,4.617301940917969,2.274489402770996,2.2930102348327637
2,22,20,2.0,-1.8416732549667358,2.2920081615448,0.7181236743927002,4.738417148590088,2.560443162918091,2.446331262588501
2,23,20,2.0,-1.9928566217422485,2.236579656600952,0.5900801420211792,4.659733772277832,2.5827174186706543,2.4231605529785156
2,24,20,2.0,-2.036890983581543,2.415950298309326,0.6804725527763367,4.860713005065918,2.717315196990967,2.4447598457336426
2,25,20,2.0,-2.2013115882873535,2.27710223197937,0.47663092613220215,4.66253662109375,2.6788835525512695,2.3856964111328125
2,26,20,2.0,-2.768075704574585,2.370522975921631,0.05887633562088013,4.8808794021606445,2.826781749725342,2.510708808898926
2,27,20,2.0,-2.9327139854431152,2.7197651863098145,0.03565645590424538,5.31650972366333,2.9691569805145264,2.5971248149871826
2,28,20,2.0,-4.07558536529541,2.8283984661102295,-0.9599241018295288,5.475988388061523,3.115532875061035,2.6474459171295166
2,29,20,2.0,-3.758356809616089,2.4817235469818115,-0.4561413526535034,5.143632888793945,3.302579164505005,2.661574363708496
2,30,20,2.0,-5.306344509124756,1.9296141862869263,-1.7075893878936768,4.698429584503174,3.598775863647461,2.7691755294799805
2,31,20,2.0,-5.6411051750183105,1.58148193359375,-1.505199670791626,4.606030464172363,4.136084079742432,3.024630069732666
2,32,20,2.0,-9.338077545166016,6.336489677429199,3.6262283325195312,15.70522689819336,12.964077949523926,9.368464469909668
3,20,20,2.0,-0.3678848445415497,2.1403210163116455,0.013753355480730534,2.301912784576416,0.3815227448940277,0.16165107488632202
3,21,20,2.0,-0.8031074404716492,2.2443156242370605,1.6685588359832764,4.5472283363342285,2.4716391563415527,2.3031227588653564
3,22,20,2.0,-1.3976833820343018,2.1963677406311035,1.457232117652893,4.730722427368164,2.8549938201904297,2.5341427326202393
3,23,20,2.0,-1.4853413105010986,2.1270976066589355,1.418404221534729,4.667949676513672,2.9032647609710693,2.541212797164917
3,24,20,2.0,-1.377280831336975,2.2899084091186523,1.7123817205429077,4.867164611816406,3.089780807495117,2.576855421066284
3,25,20,2.0,-1.4343745708465576,2.1072421073913574,1.6385807991027832,4.6708149909973145,3.0733418464660645,2.5636305809020996
3,26,20,2.0,-1.8838874101638794,2.2596681118011475,1.521819829940796,4.910305976867676,3.4050440788269043,2.6506853103637695
3,27,20,2.0,-2.0831735134124756,2.605393886566162,1.4845606088638306,5.366763114929199,3.5676677227020264,2.761643648147583
3,28,20,2.0,-3.1803977489471436,2.7616450786590576,0.5102062225341797,5.448777675628662,3.6905407905578613,2.6874239444732666
3,29,20,2.0,-2.8333241939544678,2.3922994136810303,1.1543697118759155,5.129815578460693,3.9871015548706055,2.7370781898498535
3,30,20,2.0,-4.4233784675598145,1.7713614702224731,-0.07312202453613281,4.594534397125244,4.34937858581543,2.8231360912323
3,31,20,2.0,-4.524702072143555,1.2317836284637451,0.0667332336306572,3.872734546661377,4.592054843902588,2.6413416862487793
3,32,20,2.0,-5.595759391784668,5.86413049697876,9.694620132446289,13.236983299255371,15.290407180786133,7.371283531188965
4,20,20,2.0,0.011905045248568058,2.623523235321045,-0.25793588161468506,0.9382590055465698,-0.26965248584747314,-1.6853493452072144
4,21,20,2.0,-0.5313804149627686,2.7616114616394043,1.294713020324707,3.0675442218780518,1.8255865573883057,0.305654376745224
4,22,20,2.0,-1.0725841522216797,2.9525022506713867,1.0745277404785156,3.0139873027801514,2.1466846466064453,0.061306580901145935
4,23,20,2.0,-1.1152042150497437,2.9245376586914062,1.0885056257247925,2.9632182121276855,2.2039706707000732,0.03881136327981949
4,24,20,2.0,-0.9847165942192078,3.1123414039611816,1.432985544204712,3.1214089393615723,2.4177215099334717,0.008753575384616852
4,25,20,2.0,-1.1835577487945557,3.0230648517608643,1.3287217617034912,2.8734304904937744,2.5124409198760986,-0.14955732226371765
4,26,20,2.0,-1.4586583375930786,3.17421817779541,1.0332975387573242,2.976869583129883,2.491265058517456,-0.19752119481563568
4,27,20,2.0,-1.5361336469650269,3.485644817352295,1.1264201402664185,3.325105905532837,2.662482261657715,-0.16078926622867584
4,28,20,2.0,-2.576986312866211,3.535693645477295,0.13989317417144775,3.347867965698242,2.7169055938720703,-0.18771308660507202
4,29,20,2.0,-2.090820550918579,3.1896414756774902,0.895545244216919,2.9681501388549805,2.986403465270996,-0.2210685908794403
4,30,20,2.0,-3.508530855178833,2.7468960285186768,-0.03642284870147705,2.585993528366089,3.472257137298584,-0.16176317632198334
4,31,20,2.0,-3.494002103805542,1.9488525390625,0.2282993495464325,1.8167450428009033,3.7230312824249268,-0.13209497928619385
4,32,20,2.0,-2.051050901412964,8.35908031463623,11.250056266784668,9.103707313537598,13.298788070678711,0.7452520728111267
5,20,20,2.0,-0.48398512601852417,2.340710401535034,-0.3046967089176178,2.315145254135132,0.17938213050365448,-0.025417068973183632
5,21,20,2.0,-0.9500459432601929,2.4011945724487305,1.3441503047943115,4.41815185546875,2.2941761016845703,2.0168228149414062
5,22,20,2.0,-1.4554219245910645,2.443617820739746,1.0879034996032715,4.563716411590576,2.5432651042938232,2.120833158493042
5,23,20,2.0,-1.6138211488723755,2.3172359466552734,1.0005544424057007,4.440964221954346,2.614032506942749,2.123401403427124
5,24,20,2.0,-1.6444978713989258,2.389286994934082,1.1499402523040771,4.495865345001221,2.7949178218841553,2.1072959899902344
5,25,20,2.0,-1.8617606163024902,2.297687530517578,0.9246214628219604,4.349160194396973,2.7869491577148438,2.0516021251678467
5,26,20,2.0,-2.3412468433380127,2.42692494392395,0.6109212636947632,4.562021255493164,2.951651096343994,2.135049343109131
5,27,20,2.0,-2.4974708557128906,2.7552380561828613,0.6876748204231262,4.902246475219727,3.1856136322021484,2.147782802581787
5,28,20,2.0,-3.5554757118225098,2.878767728805542,-0.31439805030822754,5.182197093963623,3.24088716506958,2.3033430576324463
5,29,20,2.0,-3.218299150466919,2.5864181518554688,0.20009154081344604,4.973161220550537,3.4185001850128174,2.386547565460205
5,30,20,2.0,-4.809518814086914,2.092653274536133,-0.9928408861160278,4.627585411071777,3.817035436630249,2.5340919494628906
5,31,20,2.0,-5.508667469024658,1.4490857124328613,-0.8700236082077026,4.4445648193359375,4.638272762298584,2.9963204860687256
5,32,20,2.0,-7.654209136962891,6.188061237335205,8.638477325439453,15.129679679870605,16.292232513427734,8.940851211547852
6,20,20,2.0,-1.342747449874878,2.048084259033203,-0.9995115995407104,1.9979604482650757,0.3435201346874237,-0.05023222044110298
6,21,20,2.0,-1.9104028940200806,2.1553876399993896,0.554078996181488,4.204611778259277,2.4639711380004883,2.0490968227386475
6,22,20,2.0,-2.8194785118103027,2.137605905532837,0.01981407403945923,4.383411407470703,2.838967800140381,2.2457361221313477
6,23,20,2.0,-3.041339159011841,2.0926644802093506,-0.1417999416589737,4.349054336547852,2.8998279571533203,2.2571358680725098
6,24,20,2.0,-3.1614878177642822,2.2336089611053467,-0.11541949212551117,4.532374382019043,3.046053409576416,2.298466682434082
6,25,20,2.0,-3.438819646835327,2.0147907733917236,-0.37419188022613525,4.344171524047852,3.0645360946655273,2.3288767337799072
6,26,20,2.0,-3.9553263187408447,2.061190605163574,-0.7401635646820068,4.535229682922363,3.2144877910614014,2.473881483078003
6,27,20,2.0,-4.164424419403076,2.3399126529693604,-0.7055026888847351,4.888638496398926,3.4587182998657227,2.548981189727783
6,28,20,2.0,-5.271523475646973,2.4808566570281982,-1.540181279182434,5.079685688018799,3.7317276000976562,2.599212408065796
6,29,20,2.0,-4.9026970863342285,1.9510548114776611,-1.177359700202942,4.779125213623047,3.726189374923706,2.828369617462158
6,30,20,2.0,-6.656548023223877,1.323039174079895,-2.59360408782959,4.526187419891357,4.062814235687256,3.202787160873413
6,31,20,2.0,-7.117956161499023,0.37090611457824707,-2.4847753047943115,4.380411148071289,4.632974147796631,4.010191917419434
6,32,20,2.0,-15.674576759338379,3.0467493534088135,-1.3724536895751953,15.272198677062988,14.300224304199219,12.224931716918945
7,20,20,2.0,-0.5575809478759766,1.651960849761963,-0.3037368357181549,1.760724425315857,0.25379154086112976,0.10877419263124466
7,21,20,2.0,-0.9534906148910522,1.7512636184692383,1.399599313735962,3.9650278091430664,2.3539106845855713,2.2139892578125
7,22,20,2.0,-1.5610237121582031,1.6422994136810303,1.1136964559555054,4.040194988250732,2.6752099990844727,2.398137092590332
7,23,20,2.0,-1.6298332214355469,1.6492080688476562,1.0124565362930298,4.020580768585205,2.6423234939575195,2.370959758758545
7,24,20,2.0,-1.8009616136550903,1.8048804998397827,0.9192640781402588,4.153249263763428,2.7213053703308105,2.348601818084717
7,25,20,2.0,-1.9698461294174194,1.6346194744110107,0.7236126661300659,3.961695909500122,2.693629264831543,2.3270230293273926
7,26,20,2.0,-2.6077628135681152,1.7450708150863647,0.2870059013366699,4.186281681060791,2.8947012424468994,2.440624237060547
7,27,20,2.0,-2.8519904613494873,2.0975260734558105,0.16365788877010345,4.610466957092285,3.0157687664031982,2.513066291809082
7,28,20,2.0,-3.793396234512329,2.2818686962127686,-0.7047584652900696,4.825160980224609,3.0893609523773193,2.5443079471588135
7,29,20,2.0,-3.6049304008483887,1.8497388362884521,-0.40485718846321106,4.451353549957275,3.2004919052124023,2.6011409759521484
7,30,20,2.0,-5.128739833831787,1.3630459308624268,-1.7468746900558472,4.089204788208008,3.3821868896484375,2.72602915763855
